Date,Open,High,Low,Close,Adj Close,Volume,date,ticker,avg_sentiment,tweet_count
2020-02-10,183.5800018310547,188.83999633789065,183.25,188.6999969482422,181.83848571777344,35844300,2020-02-10,MSFT,0.0772,1.0
2020-02-11,190.6499938964844,190.6999969482422,183.5,184.44000244140625,177.73342895507812,53159900,2020-02-11,MSFT,0.243975,4.0
2020-02-12,185.5800018310547,185.8500061035156,181.8500061035156,184.7100067138672,177.9935760498047,47062900,,,0.0,
2020-02-13,183.0800018310547,186.22999572753903,182.8699951171875,183.7100067138672,177.02992248535156,35295800,2020-02-13,MSFT,-0.15836,5.0
2020-02-14,183.25,185.41000366210935,182.6499938964844,185.3500061035156,178.61029052734375,23149500,2020-02-14,MSFT,0.0,1.0
2020-02-18,185.6100006103516,187.6999969482422,185.5,187.22999572753903,180.4219207763672,27792200,2020-02-18,MSFT,-0.1096499999999999,2.0
2020-02-19,188.05999755859372,188.17999267578125,186.47000122070312,187.27999877929688,180.96304321289065,29997500,2020-02-19,MSFT,0.32135,2.0
2020-02-20,186.9499969482422,187.25,181.1000061035156,184.4199981689453,178.19952392578125,36862400,2020-02-20,MSFT,0.0,1.0
2020-02-21,183.1699981689453,183.5,177.25,178.58999633789062,172.56614685058594,48572600,2020-02-21,MSFT,0.3612,1.0
2020-02-24,167.77000427246094,174.5500030517578,163.22999572753906,170.88999938964844,165.12588500976562,68311100,2020-02-24,MSFT,0.0,1.0
2020-02-25,174.1999969482422,174.83999633789062,167.64999389648438,168.07000732421875,162.40103149414062,68073300,2020-02-25,MSFT,0.0,1.0
2020-02-26,169.7100067138672,173.25999450683594,168.2100067138672,170.1699981689453,164.43014526367188,56206100,2020-02-26,MSFT,-0.410375,4.0
2020-02-27,163.32000732421875,167.02999877929688,157.97999572753906,158.17999267578125,152.84458923339844,93174900,2020-02-27,MSFT,0.31175,4.0
2020-02-28,152.41000366210938,163.7100067138672,152.0,162.00999450683594,156.54539489746094,97012700,2020-02-28,MSFT,0.5285,2.0
2020-03-02,165.30999755859375,172.9199981689453,162.30999755859375,172.7899932861328,166.96177673339844,71030800,2020-03-02,MSFT,0.1082166666666666,6.0
2020-03-03,173.8000030517578,175.0,162.25999450683594,164.50999450683594,158.9610595703125,71677000,2020-03-03,MSFT,0.0,2.0
2020-03-04,168.49000549316406,170.6999969482422,165.6199951171875,170.5500030517578,164.79734802246094,49814400,2020-03-04,MSFT,0.2023,1.0
2020-03-05,166.0500030517578,170.8699951171875,165.69000244140625,166.27000427246094,160.66172790527344,47817300,2020-03-05,MSFT,0.322225,4.0
2020-03-06,162.61000061035156,163.11000061035156,156.0,161.57000732421875,156.1202392578125,72821100,,,0.0,
2020-03-09,151.0,157.75,150.0,150.6199951171875,145.5395965576172,70419300,2020-03-09,MSFT,0.0772,1.0
2020-03-10,158.16000366210938,161.02999877929688,152.5800018310547,160.9199981689453,155.4921875,65354400,2020-03-10,MSFT,0.4215,1.0
2020-03-11,157.1300048828125,157.6999969482422,151.14999389648438,153.6300048828125,148.44805908203125,56371600,2020-03-11,MSFT,0.79835,2.0
2020-03-12,145.3000030517578,153.47000122070312,138.5800018310547,139.05999755859375,134.36949157714844,93226400,,,0.0,
2020-03-13,147.5,161.91000366210938,140.72999572753906,158.8300018310547,153.47262573242188,92727400,2020-03-13,MSFT,0.148,2.0
2020-03-16,140.0,149.35000610351562,135.0,135.4199981689453,130.852294921875,87905900,2020-03-16,MSFT,0.8176,1.0
2020-03-17,140.0,147.5,135.0,146.57000732421875,141.6261749267578,81059800,2020-03-17,MSFT,-0.0822333333333333,3.0
2020-03-18,138.0,146.0,135.02000427246094,140.39999389648438,135.66432189941406,81593200,2020-03-18,MSFT,0.5574,1.0
2020-03-19,142.77000427246094,150.14999389648438,139.0,142.7100067138672,137.89642333984375,85922700,2020-03-19,MSFT,-0.1735666666666666,3.0
2020-03-20,146.0,147.10000610351562,135.86000061035156,137.35000610351562,132.71717834472656,84866200,2020-03-20,MSFT,-0.2755,1.0
2020-03-23,137.00999450683594,140.57000732421875,132.52000427246094,135.97999572753906,131.39340209960938,78975200,,,0.0,
2020-03-24,143.75,149.60000610351562,141.27000427246094,148.33999633789062,143.33653259277344,82516700,2020-03-24,MSFT,-0.6715,1.0
2020-03-25,148.91000366210938,154.3300018310547,144.44000244140625,146.9199981689453,141.9644012451172,75638200,2020-03-25,MSFT,0.0,1.0
2020-03-26,148.39999389648438,156.66000366210938,148.3699951171875,156.11000061035156,150.84442138671875,64568100,2020-03-26,MSFT,0.3612,1.0
2020-03-27,151.75,154.88999938964844,149.1999969482422,149.6999969482422,144.65061950683594,57042300,2020-03-27,MSFT,0.0,1.0
2020-03-30,152.44000244140625,160.60000610351562,150.00999450683594,160.22999572753906,154.825439453125,63420300,,,0.0,
2020-03-31,159.39999389648438,164.77999877929688,156.55999755859375,157.7100067138672,152.3904571533203,77927200,2020-03-31,MSFT,0.1953,3.0
2020-04-01,153.0,157.75,150.82000732421875,152.11000061035156,146.97935485839844,57969900,2020-04-01,MSFT,0.0,2.0
2020-04-02,151.86000061035156,155.47999572753906,150.36000061035156,155.25999450683594,150.02308654785156,49630700,2020-04-02,MSFT,-0.148,2.0
2020-04-03,155.10000610351562,157.3800048828125,152.19000244140625,153.8300018310547,148.64134216308594,41243300,,,0.0,
2020-04-06,160.32000732421875,166.5,157.5800018310547,165.27000427246094,159.69541931152344,67111700,,,0.0,
2020-04-07,169.58999633789062,170.0,163.25999450683594,163.49000549316406,157.97547912597656,62769000,,,0.0,
2020-04-08,165.6699981689453,166.6699981689453,163.5,165.1300048828125,159.5601806640625,48318200,,,0.0,
2020-04-09,166.36000061035156,167.3699951171875,163.3300018310547,165.13999938964844,159.56980895996094,51385100,2020-04-09,MSFT,0.3681999999999999,2.0
2020-04-13,164.35000610351562,165.57000732421875,162.3000030517578,165.50999450683594,159.92735290527344,41905300,,,0.0,
2020-04-14,169.0,173.75,168.0,173.6999969482422,167.84109497070312,52874300,2020-04-14,MSFT,0.4404,1.0
2020-04-15,171.1999969482422,173.57000732421875,169.24000549316406,171.8800048828125,166.08248901367188,40940800,,,0.0,
2020-04-16,174.3000030517578,177.27999877929688,172.89999389648438,177.0399932861328,171.06842041015625,50479600,2020-04-16,MSFT,0.2732,1.0
2020-04-17,179.5,180.0,175.8699951171875,178.60000610351562,172.57582092285156,52765600,2020-04-17,MSFT,-0.6705,1.0
2020-04-20,176.6300048828125,178.75,174.99000549316406,175.05999755859375,169.15524291992188,36669600,,,0.0,
2020-04-21,173.5,173.6699981689453,166.11000061035156,167.82000732421875,162.15945434570312,56203700,2020-04-21,MSFT,-0.1060666666666666,3.0
2020-04-22,171.38999938964844,174.0,170.82000732421875,173.52000427246094,167.6671905517578,34620200,,,0.0,
2020-04-23,174.11000061035156,175.05999755859375,170.91000366210938,171.4199981689453,165.6380157470703,32790800,,,0.0,
2020-04-24,172.05999755859375,174.55999755859375,170.7100067138672,174.5500030517578,168.6624298095703,34277600,,,0.0,
2020-04-27,176.58999633789062,176.89999389648438,173.3000030517578,174.0500030517578,168.1793212890625,33194400,2020-04-27,MSFT,0.5965,1.0
2020-04-28,175.58999633789062,175.6699981689453,169.38999938964844,169.80999755859375,164.08233642578125,34392700,2020-04-28,MSFT,-0.4406666666666667,3.0
2020-04-29,173.22000122070312,177.67999267578125,171.8800048828125,177.42999267578125,171.44528198242188,51286600,2020-04-29,MSFT,0.2108,3.0
2020-04-30,180.0,180.3999938964844,176.22999572753906,179.2100067138672,173.16526794433594,53875900,2020-04-30,MSFT,0.0022,7.0
2020-05-01,175.8000030517578,178.63999938964844,174.00999450683594,174.57000732421875,168.68177795410156,39370500,2020-05-01,MSFT,0.0,1.0
2020-05-04,174.49000549316406,179.0,173.8000030517578,178.83999633789062,172.80770874023438,30372900,,,0.0,
2020-05-05,180.6199951171875,183.6499938964844,179.89999389648438,180.75999450683597,174.66294860839844,36839200,2020-05-05,MSFT,-0.4019,1.0
2020-05-06,182.0800018310547,184.1999969482422,181.6300048828125,182.5399932861328,176.38291931152344,32139300,,,0.0,
2020-05-07,184.1699981689453,184.5500030517578,182.5800018310547,183.6000061035156,177.4071807861328,28316000,,,0.0,
2020-05-08,184.97999572753903,185.0,183.3600006103516,184.67999267578125,178.45071411132812,30877800,2020-05-08,MSFT,0.765,1.0
2020-05-11,183.1499938964844,187.50999450683597,182.8500061035156,186.7400054931641,180.4412384033203,30892700,,,0.0,
2020-05-12,186.8000030517578,187.0399932861328,182.3000030517578,182.50999450683597,176.35394287109375,32038200,2020-05-12,MSFT,0.0757,1.0
2020-05-13,182.5500030517578,184.0500030517578,176.5399932861328,179.75,173.68702697753906,44711500,2020-05-13,MSFT,0.0,1.0
2020-05-14,177.5399932861328,180.69000244140625,175.67999267578125,180.52999877929688,174.44070434570312,41873900,2020-05-14,MSFT,0.3182,1.0
2020-05-15,179.05999755859375,187.05999755859372,177.0,183.16000366210935,176.9820098876953,46610400,,,0.0,
2020-05-18,185.75,186.1999969482422,183.9600067138672,184.91000366210935,178.67300415039062,35264500,,,0.0,
2020-05-19,185.02999877929688,186.6000061035156,183.4900054931641,183.6300048828125,177.4361572265625,26799100,,,0.0,
2020-05-20,184.80999755859372,185.8500061035156,183.94000244140625,185.66000366210935,179.89735412597656,31261300,2020-05-20,MSFT,0.0,1.0
2020-05-21,185.3999938964844,186.6699981689453,183.2899932861328,183.42999267578125,177.73655700683594,29119500,,,0.0,
2020-05-22,183.19000244140625,184.4600067138672,182.5399932861328,183.50999450683597,177.81407165527344,20826900,,,0.0,
2020-05-26,186.33999633789065,186.5,181.1000061035156,181.57000732421875,175.9342803955078,36073600,,,0.0,
2020-05-27,180.1999969482422,181.9900054931641,176.60000610351562,181.80999755859372,176.16683959960938,39517100,2020-05-27,MSFT,0.0,1.0
2020-05-28,180.7400054931641,184.1499938964844,180.3800048828125,181.3999938964844,175.76954650878906,33810200,,,0.0,
2020-05-29,182.72999572753903,184.2700042724609,180.41000366210935,183.25,177.56214904785156,42130400,,,0.0,
2020-06-01,182.5399932861328,183.0,181.4600067138672,182.8300018310547,177.1551971435547,22622400,,,0.0,
2020-06-02,184.25,185.0,181.3500061035156,184.91000366210935,179.17062377929688,30794600,2020-06-02,MSFT,-0.0772,1.0
2020-06-03,184.82000732421875,185.94000244140625,183.5800018310547,185.3600006103516,179.6066436767578,27311000,2020-06-03,MSFT,0.4404,1.0
2020-06-04,184.3000030517578,185.83999633789065,182.3000030517578,182.9199981689453,177.24237060546875,28761800,,,0.0,
2020-06-05,182.6199951171875,187.72999572753903,182.00999450683597,187.1999969482422,181.38951110839844,39893600,,,0.0,
2020-06-08,185.94000244140625,188.5500030517578,184.44000244140625,188.3600006103516,182.51351928710935,33211600,,,0.0,
2020-06-09,188.0,190.6999969482422,187.25999450683597,189.8000030517578,183.9088287353516,29783900,2020-06-09,MSFT,0.0,1.0
2020-06-10,191.1300048828125,198.5200042724609,191.00999450683597,196.83999633789065,190.7303009033203,43872300,2020-06-10,MSFT,0.1468,3.0
2020-06-11,193.1300048828125,195.75999450683597,186.07000732421875,186.2700042724609,180.4883728027344,52854700,,,0.0,
2020-06-12,190.5399932861328,191.72000122070312,185.17999267578125,187.7400054931641,181.9127655029297,43373600,,,0.0,
2020-06-15,184.5800018310547,190.82000732421875,184.00999450683597,188.94000244140625,183.0755157470703,32770200,,,0.0,
2020-06-16,192.88999938964844,195.5800018310547,191.4600067138672,193.57000732421875,187.5618133544922,42556700,2020-06-16,MSFT,0.0,1.0
2020-06-17,195.02999877929688,196.32000732421875,193.69000244140625,194.2400054931641,188.21104431152344,25687800,,,0.0,
2020-06-18,194.0,196.4900054931641,194.0,196.32000732421875,190.22645568847656,23061600,,,0.0,
2020-06-19,198.58999633789065,199.2899932861328,194.3699951171875,195.1499938964844,189.0927734375,44441100,2020-06-19,MSFT,0.52015,2.0
2020-06-22,195.7899932861328,200.75999450683597,195.22999572753903,200.57000732421875,194.34454345703125,32818900,,,0.0,
2020-06-23,202.08999633789065,203.9499969482422,201.42999267578125,201.91000366210935,195.6429901123047,30917400,,,0.0,
2020-06-24,201.6000061035156,203.25,196.55999755859372,197.83999633789065,191.69927978515625,36740600,,,0.0,
2020-06-25,197.8000030517578,200.6100006103516,195.47000122070312,200.33999633789065,194.12168884277344,27803900,,,0.0,
2020-06-26,199.72999572753903,199.88999938964844,194.8800048828125,196.3300018310547,190.23614501953125,54675800,2020-06-26,MSFT,-0.4404,1.0
2020-06-29,195.77999877929688,198.52999877929688,193.5500030517578,198.44000244140625,192.2806396484375,26701600,,,0.0,
2020-06-30,197.8800048828125,204.3999938964844,197.7400054931641,203.50999450683597,197.1932830810547,34310300,,,0.0,
2020-07-01,203.13999938964844,206.3500061035156,201.7700042724609,204.6999969482422,198.3463287353516,32061200,2020-07-01,MSFT,-0.6808,1.0
2020-07-02,205.67999267578125,208.0200042724609,205.0,206.25999450683597,199.85791015625,29315800,2020-07-02,MSFT,0.0,1.0
2020-07-06,208.8300018310547,211.1300048828125,208.08999633789065,210.6999969482422,204.16012573242188,31897600,2020-07-06,MSFT,0.7717,1.0
2020-07-07,210.4499969482422,214.6699981689453,207.9900054931641,208.25,201.7861328125,33600700,2020-07-07,MSFT,0.4019,1.0
2020-07-08,210.07000732421875,213.25999450683597,208.69000244140625,212.8300018310547,206.2239990234375,33600000,,,0.0,
2020-07-09,216.3300018310547,216.3800048828125,211.47000122070312,214.32000732421875,207.66775512695312,33121700,2020-07-09,MSFT,0.0,1.0
2020-07-10,213.6199951171875,214.0800018310547,211.0800018310547,213.6699981689453,207.03793334960935,26177600,,,0.0,
2020-07-13,214.47999572753903,215.8000030517578,206.5,207.07000732421875,200.64280700683597,38135600,2020-07-13,MSFT,0.0,1.0
2020-07-14,206.1300048828125,208.8500061035156,202.02999877929688,208.3500061035156,201.883056640625,37591800,2020-07-14,MSFT,0.0,2.0
2020-07-15,209.55999755859372,211.3300018310547,205.02999877929688,208.0399932861328,201.58267211914065,32179400,,,0.0,
2020-07-16,205.3999938964844,205.6999969482422,202.30999755859372,203.9199981689453,197.590576171875,29940700,2020-07-16,MSFT,0.0,1.0
2020-07-17,204.47000122070312,205.0399932861328,201.38999938964844,202.8800048828125,196.58285522460935,31635300,2020-07-17,MSFT,0.1136333333333333,3.0
2020-07-20,205.0,212.3000030517578,203.00999450683597,211.6000061035156,205.03216552734372,36884800,2020-07-20,MSFT,0.2143333333333333,3.0
2020-07-21,213.66000366210935,213.94000244140625,208.02999877929688,208.75,202.2706451416016,37990400,2020-07-21,MSFT,0.1468,3.0
2020-07-22,209.1999969482422,212.3000030517578,208.38999938964844,211.75,205.1775360107422,49605700,2020-07-22,MSFT,0.120475,8.0
2020-07-23,207.19000244140625,210.9199981689453,202.1499938964844,202.5399932861328,196.2533721923828,67457000,2020-07-23,MSFT,0.1760857142857143,7.0
2020-07-24,200.4199981689453,202.8600006103516,197.50999450683597,201.3000030517578,195.0518798828125,39827000,2020-07-24,MSFT,0.0,3.0
2020-07-27,201.47000122070312,203.97000122070312,200.8600006103516,203.8500061035156,197.5227203369141,30160900,,,0.0,
2020-07-28,203.6100006103516,204.6999969482422,201.7400054931641,202.0200042724609,195.7495574951172,23251400,2020-07-28,MSFT,0.0,2.0
2020-07-29,202.5,204.6499938964844,202.00999450683597,204.05999755859372,197.7262115478516,19632600,2020-07-29,MSFT,0.8807,1.0
2020-07-30,201.0,204.4600067138672,199.57000732421875,203.8999938964844,197.57118225097656,25079600,2020-07-30,MSFT,0.3454,2.0
2020-07-31,204.3999938964844,205.1000061035156,199.00999450683597,205.00999450683597,198.64671325683597,51044000,2020-07-31,MSFT,-0.1404999999999999,3.0
2020-08-03,211.5200042724609,217.63999938964844,210.44000244140625,216.5399932861328,209.81887817382807,78983000,2020-08-03,MSFT,0.0,2.0
2020-08-04,214.1699981689453,214.7700042724609,210.30999755859372,213.2899932861328,206.6697235107422,49280100,2020-08-04,MSFT,0.4592,3.0
2020-08-05,214.8999938964844,215.0,211.57000732421875,212.94000244140625,206.33058166503903,28806400,2020-08-05,MSFT,-0.0986666666666666,3.0
2020-08-06,212.33999633789065,216.3699951171875,211.5500030517578,216.3500061035156,209.63473510742188,32656800,,,0.0,
2020-08-07,214.8500061035156,215.6999969482422,210.92999267578125,212.47999572753903,205.8848571777344,27820400,2020-08-07,MSFT,0.12765,4.0
2020-08-10,211.6699981689453,211.8800048828125,206.3500061035156,208.25,201.7861328125,36716500,,,0.0,
2020-08-11,207.16000366210935,207.6499938964844,203.13999938964844,203.3800048828125,197.0672912597656,36446500,,,0.0,
2020-08-12,205.2899932861328,210.27999877929688,204.75,209.19000244140625,202.69699096679688,28013100,2020-08-12,MSFT,0.0,1.0
2020-08-13,209.44000244140625,211.3500061035156,208.1499938964844,208.6999969482422,202.22218322753903,22588900,,,0.0,
2020-08-14,208.75999450683597,209.58999633789065,207.50999450683597,208.8999938964844,202.41598510742188,17958900,2020-08-14,MSFT,0.6369,1.0
2020-08-17,209.6000061035156,211.19000244140625,208.9199981689453,210.27999877929688,203.75315856933597,20184800,,,0.0,
2020-08-18,210.52999877929688,212.3600006103516,209.2100067138672,211.4900054931641,204.9256134033203,21336200,2020-08-18,MSFT,-0.0516,1.0
2020-08-19,211.4900054931641,212.1000061035156,209.25,209.6999969482422,203.68231201171875,27627600,2020-08-19,MSFT,-0.1137333333333333,3.0
2020-08-20,209.5399932861328,215.0,208.91000366210935,214.5800018310547,208.4222869873047,26981500,,,0.0,
2020-08-21,213.8600006103516,216.25,212.8500061035156,213.0200042724609,206.90707397460935,36249300,2020-08-21,MSFT,0.1774,4.0
2020-08-24,214.7899932861328,215.5200042724609,212.42999267578125,213.69000244140625,207.55784606933597,25460100,2020-08-24,MSFT,0.0,1.0
2020-08-25,213.1000061035156,216.6100006103516,213.1000061035156,216.47000122070312,210.25804138183597,23043700,2020-08-25,MSFT,0.30628,5.0
2020-08-26,217.8800048828125,222.08999633789065,217.3600006103516,221.1499938964844,214.8037567138672,39600800,2020-08-26,MSFT,0.0,1.0
2020-08-27,222.88999938964844,231.1499938964844,219.3999938964844,226.5800018310547,220.0779266357422,57602200,2020-08-27,MSFT,0.1354833333333333,6.0
2020-08-28,228.17999267578125,230.63999938964844,226.5800018310547,228.91000366210935,222.34109497070312,26292900,2020-08-28,MSFT,-0.0183666666666666,3.0
2020-08-31,227.0,228.6999969482422,224.30999755859372,225.52999877929688,219.0580596923828,28774200,,,0.0,
2020-09-01,225.50999450683597,227.4499969482422,224.42999267578125,227.2700042724609,220.7481384277344,25725500,2020-09-01,MSFT,0.5232,1.0
2020-09-02,227.97000122070312,232.8600006103516,227.3500061035156,231.6499938964844,225.0024261474609,34080800,2020-09-02,MSFT,0.00065,6.0
2020-09-03,229.2700042724609,229.30999755859372,214.9600067138672,217.3000030517578,211.06423950195312,58400300,2020-09-03,MSFT,0.0040399999999999,5.0
2020-09-04,215.1000061035156,218.3600006103516,205.19000244140625,214.25,208.1017608642578,59664100,,,0.0,
2020-09-08,206.5,210.02999877929688,202.1999969482422,202.66000366210935,196.8443603515625,52924300,,,0.0,
2020-09-09,207.6000061035156,214.83999633789065,206.6999969482422,211.2899932861328,205.22671508789065,45679000,,,0.0,
2020-09-10,213.3999938964844,214.7400054931641,204.1100006103516,205.3699951171875,199.47657775878903,35461500,2020-09-10,MSFT,0.6597,1.0
2020-09-11,207.1999969482422,208.6300048828125,201.2400054931641,204.02999877929688,198.17503356933597,33620100,2020-09-11,MSFT,-0.5719,1.0
2020-09-14,204.2400054931641,209.1999969482422,204.02999877929688,205.41000366210935,199.5154266357422,30375800,,,0.0,
2020-09-15,208.4199981689453,209.77999877929688,206.92999267578125,208.77999877929688,202.7887420654297,21823900,,,0.0,
2020-09-16,210.6199951171875,210.6499938964844,204.63999938964844,205.0500030517578,199.16580200195312,26328100,,,0.0,
2020-09-17,200.0500030517578,204.3300018310547,199.9600067138672,202.91000366210935,197.08714294433597,34011300,,,0.0,
2020-09-18,202.8000030517578,203.6499938964844,196.25,200.38999938964844,194.63946533203125,55225300,2020-09-18,MSFT,0.4215,1.0
2020-09-21,197.19000244140625,202.7100067138672,196.3800048828125,202.5399932861328,196.727783203125,39839700,,,0.0,
2020-09-22,205.05999755859372,208.1000061035156,202.0800018310547,207.4199981689453,201.46774291992188,33517100,2020-09-22,MSFT,-0.3818,1.0
2020-09-23,207.8999938964844,208.1000061035156,200.02999877929688,200.58999633789065,194.833740234375,30803800,,,0.0,
2020-09-24,199.8500061035156,205.57000732421875,199.1999969482422,203.19000244140625,197.3591461181641,31202500,,,0.0,
2020-09-25,203.5500030517578,209.0399932861328,202.5399932861328,207.82000732421875,201.85629272460935,29437300,,,0.0,
2020-09-28,210.8800048828125,212.57000732421875,208.05999755859372,209.44000244140625,203.4298095703125,32004900,,,0.0,
2020-09-29,209.3500061035156,210.07000732421875,206.80999755859372,207.25999450683597,201.31231689453125,24221900,,,0.0,
2020-09-30,207.72999572753903,211.97999572753903,206.5399932861328,210.3300018310547,204.2942657470703,33829100,,,0.0,
2020-10-01,213.4900054931641,213.9900054931641,211.32000732421875,212.4600067138672,206.3631134033203,27158400,,,0.0,
2020-10-02,208.0,210.9900054931641,205.5399932861328,206.19000244140625,200.2730407714844,33154800,2020-10-02,MSFT,-0.1072,2.0
2020-10-05,207.22000122070312,210.41000366210935,206.97999572753903,210.3800048828125,204.3428192138672,21331600,,,0.0,
2020-10-06,208.82000732421875,210.17999267578125,204.82000732421875,205.91000366210935,200.00108337402344,28554300,,,0.0,
2020-10-07,207.05999755859372,210.1100006103516,206.72000122070312,209.8300018310547,203.80859375,25681100,,,0.0,
2020-10-08,210.50999450683597,211.19000244140625,208.32000732421875,210.5800018310547,204.5370941162109,19925800,,,0.0,
2020-10-09,211.22999572753903,215.8600006103516,211.22999572753903,215.80999755859372,209.61700439453125,26458000,2020-10-09,MSFT,0.7906,1.0
2020-10-12,218.7899932861328,223.8600006103516,216.80999755859372,221.3999938964844,215.0465850830078,40461400,,,0.0,
2020-10-13,222.72000122070312,225.2100067138672,220.42999267578125,222.8600006103516,216.46469116210935,28950800,,,0.0,
2020-10-14,223.0,224.22000122070312,219.1300048828125,220.8600006103516,214.5220642089844,23421700,,,0.0,
2020-10-15,217.1000061035156,220.3600006103516,216.00999450683597,219.66000366210935,213.3565216064453,22733100,2020-10-15,MSFT,0.0,1.0
2020-10-16,220.1499938964844,222.2899932861328,219.32000732421875,219.66000366210935,213.3565216064453,26057900,,,0.0,
2020-10-19,220.4199981689453,222.3000030517578,213.72000122070312,214.22000122070312,208.07261657714844,27625800,,,0.0,
2020-10-20,215.8000030517578,217.3699951171875,213.08999633789065,214.6499938964844,208.4902801513672,22753500,,,0.0,
2020-10-21,213.1199951171875,216.9199981689453,213.1199951171875,214.8000030517578,208.63597106933597,22724900,,,0.0,
2020-10-22,213.92999267578125,216.05999755859372,211.6999969482422,214.88999938964844,208.723388671875,22351500,,,0.0,
2020-10-23,215.02999877929688,216.27999877929688,213.16000366210935,216.22999572753903,210.02493286132807,18879600,2020-10-23,MSFT,-0.3818,1.0
2020-10-26,213.8500061035156,216.33999633789065,208.1000061035156,210.0800018310547,204.0514373779297,37111600,,,0.0,
2020-10-27,211.58999633789065,214.6699981689453,210.3300018310547,213.25,207.1304626464844,36700300,2020-10-27,MSFT,-0.0444,4.0
2020-10-28,207.6699981689453,208.83999633789065,202.1000061035156,202.67999267578125,196.86378479003903,51195600,2020-10-28,MSFT,0.41355,2.0
2020-10-29,204.07000732421875,207.3600006103516,203.3699951171875,204.72000122070312,198.84523010253903,31432600,,,0.0,
2020-10-30,203.5,204.2899932861328,199.6199951171875,202.47000122070312,196.6598052978516,36953700,,,0.0,
2020-11-02,204.2899932861328,205.27999877929688,200.1199951171875,202.3300018310547,196.5238494873047,30842200,,,0.0,
2020-11-03,203.88999938964844,208.1199951171875,203.1199951171875,206.42999267578125,200.50616455078125,27512000,,,0.0,
2020-11-04,214.0200042724609,218.32000732421875,212.4199981689453,216.38999938964844,210.18032836914065,42311800,,,0.0,
2020-11-05,222.0399932861328,224.1199951171875,221.1499938964844,223.2899932861328,216.88233947753903,36080100,,,0.0,
2020-11-06,222.25999450683597,224.3600006103516,218.02999877929688,223.72000122070312,217.29998779296875,25231900,,,0.0,
